""|"label"|"predicted"|"60"
"585"|"statement"|"statement"|"I have climbed highest mountain I have run through the fields Only to be with you Only to be with you  I have run I have crawled I have scaled these city walls These city walls Only to be with you  But I think I have found what I'm looking for But I think I have found what I'm looking for  say goodbye to no good vietnamese food!"
"586"|"statement"|"statement"|"it's not fanciful food, and also not the best cze char I've had - por kee just a couple minutes away might do a better job, but these two places remind me of exactly what it is our parents are missing when they see the country changing - and sometimes you realise just what it is we may be losing what with all our new hipster coffee joints and hyped food imports."
"587"|"statement"|"statement"|"I guess there are a certain amount of harried desk-bound folks who appreciate not having to queue for a long time and are small eaters will be fine with Munch."
"588"|"statement"|"statement"|"I actually lack the vocab to tell you why I love it."
"589"|"statement"|"statement"|"Mexican food in Singapore is a bit hit or miss, so we were not sure what to expect."
"590"|"statement"|"statement"|"Recently moved to Singapore and I am always on a lookup for a new places and new go to restaurants and this will be one on my list for some time when here."
"591"|"statement"|"statement"|"In general, I think this is a decent place to take friends from out of town who want to try Peranakan food but who wouldn't enjoy the environs of a hawker centre."
"592"|"statement"|"statement"|"And apparently in the same fashion as their hotpot ritual, when your soup comes out, all of the toppings are on the side and you are encouraged to taste the soup through each stage of its evolution, sampling different flavours as you drop in greens, cabbage, egg, chicken, seaweed, and yuzu rind."
"593"|"statement"|"statement"|"Waaay better than what I've had at Tonkichi."
"594"|"statement"|"statement"|"Look it over and decide what you want to eat."
"595"|"question"|"question"|"The tacos tasted microwaved, the pork was dry, where is the beef infusion that you guys were raving about?!"
"596"|"statement"|"statement"|"As the Pizzas are made to order only, waiting times can be a little long when they're packed, so expect some downtime after ordering."
"597"|"statement"|"statement"|"I'm a huge adept of skybars, so when my friend told me Altitude is the highest one in the world, I was soooooo excited to go there."
"598"|"statement"|"statement"|"We visited a few Din Tai Fung restaurants when we were in Singapore and were blown away at their good quality control."
"599"|"statement"|"statement"|"I was in for a bit of shock when I first saw it, but I realized that if you have the fillings separated from the crepe the crepe would taste much better and it would not become soggy."
"600"|"statement"|"statement"|"And for Ang Mohs who are just entering the world of Asian food this is a great place to start ;)"
"601"|"statement"|"statement"|"I did not expect that when I took a queue number at the stall."
"602"|"statement"|"statement"|"It makes me really sad when fish die and their death is wasted on sub-par meal."
"603"|"statement"|"statement"|"Here are a couple of the dishes I have tried which are mention worthy and some you should definitely try when visiting Spize."
"604"|"statement"|"statement"|"But they came with a cinnamon style jam which when used together gave the sensation of eating a cheese donut.... Weird."
"605"|"statement"|"statement"|"If you're a person who enjoys France, this is a place you'll simply love!"
"606"|"statement"|"statement"|"It's the most connected MRT interchange for now, with North-South line, North-East line and Circle line connected to it, so when people can't decide where to meet up, I pick here because it's the easiest for me and most others!"
"607"|"statement"|"statement"|"Must try when in Singapore."
"608"|"statement"|"statement"|"I was craving ramen so badly when I went to Singapore on my 5 days trip so I was browsing and looking for interesting ramen place."
"609"|"statement"|"statement"|"They even carry some pansy craft-crap for those who can't hold anything down."
"610"|"statement"|"statement"|"Ground floor is currently about the late Prime Minister Lee Kuan Yew, who was instrumental in making Singapore what it is today."
"611"|"statement"|"statement"|"The service was attentive and my water was always being re-filled (I love when I don't have to flag down someone to re-fill water!"
"612"|"question"|"question"|"The ugly: Where do you go from here when you've tasted the best?"
"613"|"statement"|"statement"|"We did do a half bottle of a nice Spanish Tempranillo, however, where instead of opening a half bottle of wine, they use their Coravin device - something I feel is more appropriate for doing high end wine by the glass rather than saying you are selling a half bottle."
"614"|"statement"|"statement"|"Personally speaking, this place has a great balance of both and if you don't believe me just ask the Vietnamese girls who frequent there."
"615"|"statement"|"statement"|"My pinky dinger refused to bend, no matter what I did."
"616"|"statement"|"statement"|"Hopefully the selection of beers will still be interesting and extensive when they re-open!"
"617"|"statement"|"statement"|"The meat was tender and flavorful, but what really made me fall in love with the dish was the mashed potatoes and the mushrooms."
"618"|"statement"|"statement"|"If you are the type who can't stand cilantro / coriander and the likes, i can already guarantee you would hate this dish."
"619"|"statement"|"statement"|"Must try when in Singapore."
"620"|"statement"|"statement"|"As a girl who loves breakfast options, and was in search of something reminiscent of an American brunch experience, I'd pass."
"621"|"statement"|"statement"|"They didn't lie when they said it was the world's highest brewery at 33 levels above ground."
"622"|"statement"|"statement"|"It's funny, I have never thought of myself as someone who cares about service or ambience at all, I care mostly about the food, but there is just something about the delivery of this place that doesn't sit well with me."
"623"|"question"|"question"|"Not only could you taste that it needed to be changed desperately but it made you wonder what kind of an establishment can be so good in other things but overlook rookie mistakes?"
